City,Latitude,Longitude,Timestamp,VehicleCount,Speed,WeatherCondition,EventName,EventImpact,Hour,DayOfWeek,IsWeekend,CongestionLevel
Mumbai,19.076,72.8777,2025-12-10 04:00:00.475677,320,29.6,Storm,None,0.0,4,2,0,1
Mumbai,19.076,72.8777,2025-12-10 05:00:00.475677,424,60.68,Cloudy,None,0.0,5,2,0,0
Mumbai,19.076,72.8777,2025-12-10 06:00:00.475677,516,54.82,Clear,None,0.0,6,2,0,0
Mumbai,19.076,72.8777,2025-12-10 07:00:00.475677,222,52.28,Cloudy,None,0.0,7,2,0,0
Mumbai,19.076,72.8777,2025-12-10 08:00:00.475677,2734,18.16,Rain,None,0.0,8,2,0,2
Mumbai,19.076,72.8777,2025-12-10 09:00:00.475677,2443,24.2,Clear,None,0.0,9,2,0,2
Mumbai,19.076,72.8777,2025-12-10 10:00:00.475677,2982,16.2,Clear,None,0.0,10,2,0,2
Mumbai,19.076,72.8777,2025-12-10 11:00:00.475677,2407,29.43,Cloudy,None,0.0,11,2,0,1
Mumbai,19.076,72.8777,2025-12-10 12:00:00.475677,1218,26.67,Rain,None,0.0,12,2,0,1
Mumbai,19.076,72.8777,2025-12-10 13:00:00.475677,1361,33.22,Clear,None,0.0,13,2,0,1
Mumbai,19.076,72.8777,2025-12-10 14:00:00.475677,1665,35.07,Cloudy,None,0.0,14,2,0,1
Mumbai,19.076,72.8777,2025-12-10 15:00:00.475677,1540,32.55,Cloudy,None,0.0,15,2,0,1
Mumbai,19.076,72.8777,2025-12-10 16:00:00.475677,1270,33.81,Cloudy,None,0.0,16,2,0,1
Mumbai,19.076,72.8777,2025-12-10 17:00:00.475677,2530,19.14,Clear,None,0.0,17,2,0,2
Mumbai,19.076,72.8777,2025-12-10 18:00:00.475677,2224,20.53,Clear,None,0.0,18,2,0,2
Mumbai,19.076,72.8777,2025-12-10 19:00:00.475677,2433,18.41,Rain,None,0.0,19,2,0,2
Mumbai,19.076,72.8777,2025-12-10 20:00:00.475677,2238,22.43,Clear,None,0.0,20,2,0,2
Mumbai,19.076,72.8777,2025-12-10 21:00:00.475677,406,48.45,Clear,None,0.0,21,2,0,0
Mumbai,19.076,72.8777,2025-12-10 22:00:00.475677,532,61.22,Clear,None,0.0,22,2,0,0
Mumbai,19.076,72.8777,2025-12-10 23:00:00.475677,473,45.85,Cloudy,None,0.0,23,2,0,0
Mumbai,19.076,72.8777,2025-12-11 00:00:00.475677,336,59.98,Clear,None,0.0,0,3,0,0
Mumbai,19.076,72.8777,2025-12-11 01:00:00.475677,367,49.45,Cloudy,None,0.0,1,3,0,0
Mumbai,19.076,72.8777,2025-12-11 02:00:00.475677,637,51.36,Clear,None,0.0,2,3,0,0
Mumbai,19.076,72.8777,2025-12-11 03:00:00.475677,646,53.81,Clear,None,0.0,3,3,0,0
Mumbai,19.076,72.8777,2025-12-11 04:00:00.475677,673,51.96,Clear,None,0.0,4,3,0,0
Mumbai,19.076,72.8777,2025-12-11 05:00:00.475677,264,43.78,Clear,None,0.0,5,3,0,1
Mumbai,19.076,72.8777,2025-12-11 06:00:00.475677,351,55.15,Clear,None,0.0,6,3,0,0
Mumbai,19.076,72.8777,2025-12-11 07:00:00.475677,468,56.88,Cloudy,None,0.0,7,3,0,0
Mumbai,19.076,72.8777,2025-12-11 08:00:00.475677,4508,5.0,Clear,Accident,0.8,8,3,0,2
Mumbai,19.076,72.8777,2025-12-11 09:00:00.475677,2651,25.88,Clear,None,0.0,9,3,0,1
Mumbai,19.076,72.8777,2025-12-11 10:00:00.475677,2520,12.61,Rain,None,0.0,10,3,0,2
Mumbai,19.076,72.8777,2025-12-11 11:00:00.475677,2591,21.61,Clear,None,0.0,11,3,0,2
Mumbai,19.076,72.8777,2025-12-11 12:00:00.475677,1632,28.95,Rain,None,0.0,12,3,0,1
Mumbai,19.076,72.8777,2025-12-11 13:00:00.475677,1634,40.28,Clear,None,0.0,13,3,0,1
Mumbai,19.076,72.8777,2025-12-11 14:00:00.475677,1454,36.45,Rain,None,0.0,14,3,0,1
Mumbai,19.076,72.8777,2025-12-11 15:00:00.475677,1374,40.65,Clear,None,0.0,15,3,0,1
Mumbai,19.076,72.8777,2025-12-11 16:00:00.475677,1754,41.41,Clear,None,0.0,16,3,0,1
Mumbai,19.076,72.8777,2025-12-11 17:00:00.475677,2526,23.91,Clear,None,0.0,17,3,0,2
Mumbai,19.076,72.8777,2025-12-11 18:00:00.475677,2396,19.06,Clear,None,0.0,18,3,0,2
Mumbai,19.076,72.8777,2025-12-11 19:00:00.475677,2639,5.0,Storm,None,0.0,19,3,0,2
Mumbai,19.076,72.8777,2025-12-11 20:00:00.475677,2190,28.97,Clear,None,0.0,20,3,0,1
Mumbai,19.076,72.8777,2025-12-11 21:00:00.475677,532,55.27,Cloudy,None,0.0,21,3,0,0
Mumbai,19.076,72.8777,2025-12-11 22:00:00.475677,595,48.12,Cloudy,None,0.0,22,3,0,0
Mumbai,19.076,72.8777,2025-12-11 23:00:00.475677,705,59.24,Cloudy,None,0.0,23,3,0,0
Mumbai,19.076,72.8777,2025-12-12 00:00:00.475677,297,49.87,Cloudy,None,0.0,0,4,0,0
Mumbai,19.076,72.8777,2025-12-12 01:00:00.475677,685,57.04,Cloudy,None,0.0,1,4,0,0
Mumbai,19.076,72.8777,2025-12-12 02:00:00.475677,508,46.37,Clear,None,0.0,2,4,0,0
Mumbai,19.076,72.8777,2025-12-12 03:00:00.475677,462,42.56,Rain,None,0.0,3,4,0,1
Mumbai,19.076,72.8777,2025-12-12 04:00:00.475677,658,44.74,Clear,None,0.0,4,4,0,1
Mumbai,19.076,72.8777,2025-12-12 05:00:00.475677,509,47.12,Cloudy,None,0.0,5,4,0,0
Mumbai,19.076,72.8777,2025-12-12 06:00:00.475677,420,50.9,Clear,None,0.0,6,4,0,0
Mumbai,19.076,72.8777,2025-12-12 07:00:00.475677,287,51.17,Cloudy,None,0.0,7,4,0,0
Mumbai,19.076,72.8777,2025-12-12 08:00:00.475677,2951,21.44,Cloudy,None,0.0,8,4,0,2
Mumbai,19.076,72.8777,2025-12-12 09:00:00.475677,2569,19.47,Cloudy,None,0.0,9,4,0,2
Mumbai,19.076,72.8777,2025-12-12 10:00:00.475677,2468,24.51,Clear,None,0.0,10,4,0,2
Mumbai,19.076,72.8777,2025-12-12 11:00:00.475677,2662,30.55,Clear,None,0.0,11,4,0,1
Mumbai,19.076,72.8777,2025-12-12 12:00:00.475677,1366,32.33,Cloudy,None,0.0,12,4,0,1
Mumbai,19.076,72.8777,2025-12-12 13:00:00.475677,1638,35.63,Cloudy,None,0.0,13,4,0,1
Mumbai,19.076,72.8777,2025-12-12 14:00:00.475677,1442,29.89,Clear,None,0.0,14,4,0,1
Mumbai,19.076,72.8777,2025-12-12 15:00:00.475677,1571,35.0,Cloudy,None,0.0,15,4,0,1
Mumbai,19.076,72.8777,2025-12-12 16:00:00.475677,1300,41.84,Clear,None,0.0,16,4,0,1
Mumbai,19.076,72.8777,2025-12-12 17:00:00.475677,3985,5.0,Clear,Festival,0.5,17,4,0,2
Mumbai,19.076,72.8777,2025-12-12 18:00:00.475677,2149,26.35,Clear,None,0.0,18,4,0,1
Mumbai,19.076,72.8777,2025-12-12 19:00:00.475677,2411,21.11,Cloudy,None,0.0,19,4,0,2
Mumbai,19.076,72.8777,2025-12-12 20:00:00.475677,3739,8.1,Clear,Festival,0.5,20,4,0,2
Mumbai,19.076,72.8777,2025-12-12 21:00:00.475677,730,55.4,Clear,None,0.0,21,4,0,0
Mumbai,19.076,72.8777,2025-12-12 22:00:00.475677,418,48.38,Cloudy,None,0.0,22,4,0,0
Mumbai,19.076,72.8777,2025-12-12 23:00:00.475677,323,50.94,Clear,Protest,0.5,23,4,0,0
Mumbai,19.076,72.8777,2025-12-13 00:00:00.475677,460,56.8,Clear,None,0.0,0,5,1,0
Mumbai,19.076,72.8777,2025-12-13 01:00:00.475677,251,50.49,Rain,None,0.0,1,5,1,0
Mumbai,19.076,72.8777,2025-12-13 02:00:00.475677,205,32.97,Storm,None,0.0,2,5,1,1
Mumbai,19.076,72.8777,2025-12-13 03:00:00.475677,526,55.49,Clear,None,0.0,3,5,1,0
Mumbai,19.076,72.8777,2025-12-13 04:00:00.475677,483,36.49,Rain,None,0.0,4,5,1,1
Mumbai,19.076,72.8777,2025-12-13 05:00:00.475677,576,49.86,Cloudy,None,0.0,5,5,1,0
Mumbai,19.076,72.8777,2025-12-13 06:00:00.475677,331,46.95,Rain,None,0.0,6,5,1,0
Mumbai,19.076,72.8777,2025-12-13 07:00:00.475677,202,57.61,Clear,None,0.0,7,5,1,0
Mumbai,19.076,72.8777,2025-12-13 08:00:00.475677,1678,30.44,Clear,None,0.0,8,5,1,1
Mumbai,19.076,72.8777,2025-12-13 09:00:00.475677,1842,41.41,Clear,None,0.0,9,5,1,1
Mumbai,19.076,72.8777,2025-12-13 10:00:00.475677,1460,41.52,Cloudy,None,0.0,10,5,1,1
Mumbai,19.076,72.8777,2025-12-13 11:00:00.475677,1266,43.74,Cloudy,None,0.0,11,5,1,1
Mumbai,19.076,72.8777,2025-12-13 12:00:00.475677,955,44.11,Clear,None,0.0,12,5,1,1
Mumbai,19.076,72.8777,2025-12-13 13:00:00.475677,769,44.17,Clear,None,0.0,13,5,1,1
Mumbai,19.076,72.8777,2025-12-13 14:00:00.475677,934,45.32,Clear,None,0.0,14,5,1,0
Mumbai,19.076,72.8777,2025-12-13 15:00:00.475677,897,63.93,Cloudy,None,0.0,15,5,1,0
Mumbai,19.076,72.8777,2025-12-13 16:00:00.475677,851,25.61,Storm,None,0.0,16,5,1,1
Mumbai,19.076,72.8777,2025-12-13 17:00:00.475677,1293,36.57,Clear,None,0.0,17,5,1,1
Mumbai,19.076,72.8777,2025-12-13 18:00:00.475677,1798,35.75,Clear,None,0.0,18,5,1,1
Mumbai,19.076,72.8777,2025-12-13 19:00:00.475677,1216,39.28,Clear,None,0.0,19,5,1,1
Mumbai,19.076,72.8777,2025-12-13 20:00:00.475677,1431,21.59,Storm,None,0.0,20,5,1,2
Mumbai,19.076,72.8777,2025-12-13 21:00:00.475677,541,48.9,Clear,None,0.0,21,5,1,0
Mumbai,19.076,72.8777,2025-12-13 22:00:00.475677,394,54.31,Clear,None,0.0,22,5,1,0
Mumbai,19.076,72.8777,2025-12-13 23:00:00.475677,396,61.05,Cloudy,None,0.0,23,5,1,0
Mumbai,19.076,72.8777,2025-12-14 00:00:00.475677,327,49.49,Clear,None,0.0,0,6,1,0
Mumbai,19.076,72.8777,2025-12-14 01:00:00.475677,401,54.3,Clear,None,0.0,1,6,1,0
Mumbai,19.076,72.8777,2025-12-14 02:00:00.475677,273,46.69,Clear,None,0.0,2,6,1,0
Mumbai,19.076,72.8777,2025-12-14 03:00:00.475677,341,61.63,Clear,None,0.0,3,6,1,0
Mumbai,19.076,72.8777,2025-12-14 04:00:00.475677,85,32.21,Storm,None,0.0,4,6,1,1
Mumbai,19.076,72.8777,2025-12-14 05:00:00.475677,629,57.9,Cloudy,Accident,1.0,5,6,1,0
Mumbai,19.076,72.8777,2025-12-14 06:00:00.475677,245,54.33,Clear,None,0.0,6,6,1,0
Mumbai,19.076,72.8777,2025-12-14 07:00:00.475677,444,53.08,Cloudy,None,0.0,7,6,1,0
Mumbai,19.076,72.8777,2025-12-14 08:00:00.475677,1594,28.31,Clear,None,0.0,8,6,1,1
Mumbai,19.076,72.8777,2025-12-14 09:00:00.475677,1436,35.41,Clear,None,0.0,9,6,1,1
Mumbai,19.076,72.8777,2025-12-14 10:00:00.475677,1743,35.32,Cloudy,None,0.0,10,6,1,1
Mumbai,19.076,72.8777,2025-12-14 11:00:00.475677,1718,32.65,Clear,None,0.0,11,6,1,1
Mumbai,19.076,72.8777,2025-12-14 12:00:00.475677,867,46.9,Clear,None,0.0,12,6,1,0
Mumbai,19.076,72.8777,2025-12-14 13:00:00.475677,968,49.6,Cloudy,None,0.0,13,6,1,0
Mumbai,19.076,72.8777,2025-12-14 14:00:00.475677,762,39.05,Clear,None,0.0,14,6,1,1
Mumbai,19.076,72.8777,2025-12-14 15:00:00.475677,1054,50.28,Clear,None,0.0,15,6,1,0
Mumbai,19.076,72.8777,2025-12-14 16:00:00.475677,647,41.95,Clear,None,0.0,16,6,1,1
Mumbai,19.076,72.8777,2025-12-14 17:00:00.475677,1538,22.35,Storm,None,0.0,17,6,1,2
Mumbai,19.076,72.8777,2025-12-14 18:00:00.475677,1483,30.86,Rain,None,0.0,18,6,1,1
Mumbai,19.076,72.8777,2025-12-14 19:00:00.475677,2107,24.3,Cloudy,Festival,0.5,19,6,1,2
Mumbai,19.076,72.8777,2025-12-14 20:00:00.475677,1780,37.35,Cloudy,None,0.0,20,6,1,1
Mumbai,19.076,72.8777,2025-12-14 21:00:00.475677,532,53.98,Cloudy,None,0.0,21,6,1,0
Mumbai,19.076,72.8777,2025-12-14 22:00:00.475677,356,34.13,Storm,None,0.0,22,6,1,1
Mumbai,19.076,72.8777,2025-12-14 23:00:00.475677,386,65.75,Cloudy,None,0.0,23,6,1,0
Mumbai,19.076,72.8777,2025-12-15 00:00:00.475677,579,59.39,Cloudy,None,0.0,0,0,0,0
Mumbai,19.076,72.8777,2025-12-15 01:00:00.475677,1050,51.86,Clear,Match,0.5,1,0,0,0
Mumbai,19.076,72.8777,2025-12-15 02:00:00.475677,573,56.99,Cloudy,None,0.0,2,0,0,0
Mumbai,19.076,72.8777,2025-12-15 03:00:00.475677,636,40.49,Rain,None,0.0,3,0,0,1
Mumbai,19.076,72.8777,2025-12-15 04:00:00.475677,68,45.53,Clear,None,0.0,4,0,0,0
Mumbai,19.076,72.8777,2025-12-15 05:00:00.475677,4,47.08,Cloudy,None,0.0,5,0,0,0
Mumbai,19.076,72.8777,2025-12-15 06:00:00.475677,618,61.51,Clear,None,0.0,6,0,0,0
Mumbai,19.076,72.8777,2025-12-15 07:00:00.475677,278,50.96,Clear,None,0.0,7,0,0,0
Mumbai,19.076,72.8777,2025-12-15 08:00:00.475677,2146,22.78,Clear,None,0.0,8,0,0,2
Mumbai,19.076,72.8777,2025-12-15 09:00:00.475677,2272,20.78,Clear,None,0.0,9,0,0,2
Mumbai,19.076,72.8777,2025-12-15 10:00:00.475677,2211,31.76,Cloudy,None,0.0,10,0,0,1
Mumbai,19.076,72.8777,2025-12-15 11:00:00.475677,5310,5.0,Rain,Protest,1.0,11,0,0,2
Mumbai,19.076,72.8777,2025-12-15 12:00:00.475677,1275,38.39,Clear,None,0.0,12,0,0,1
Mumbai,19.076,72.8777,2025-12-15 13:00:00.475677,1399,42.91,Clear,None,0.0,13,0,0,1
Mumbai,19.076,72.8777,2025-12-15 14:00:00.475677,1683,24.16,Storm,None,0.0,14,0,0,2
Mumbai,19.076,72.8777,2025-12-15 15:00:00.475677,2133,24.44,Cloudy,Accident,0.5,15,0,0,2
Mumbai,19.076,72.8777,2025-12-15 16:00:00.475677,1796,36.94,Clear,None,0.0,16,0,0,1
Mumbai,19.076,72.8777,2025-12-15 17:00:00.475677,2502,32.5,Clear,None,0.0,17,0,0,1
Mumbai,19.076,72.8777,2025-12-15 18:00:00.475677,2799,20.02,Cloudy,None,0.0,18,0,0,2
Mumbai,19.076,72.8777,2025-12-15 19:00:00.475677,5164,5.0,Cloudy,Protest,1.0,19,0,0,2
Mumbai,19.076,72.8777,2025-12-15 20:00:00.475677,2508,17.64,Cloudy,None,0.0,20,0,0,2
Mumbai,19.076,72.8777,2025-12-15 21:00:00.475677,549,44.66,Cloudy,Accident,0.8,21,0,0,1
Mumbai,19.076,72.8777,2025-12-15 22:00:00.475677,624,31.27,Storm,None,0.0,22,0,0,1
Mumbai,19.076,72.8777,2025-12-15 23:00:00.475677,651,43.2,Rain,None,0.0,23,0,0,1
Mumbai,19.076,72.8777,2025-12-16 00:00:00.475677,618,43.12,Clear,None,0.0,0,1,0,1
Mumbai,19.076,72.8777,2025-12-16 01:00:00.475677,177,61.25,Cloudy,None,0.0,1,1,0,0
Mumbai,19.076,72.8777,2025-12-16 02:00:00.475677,531,55.27,Clear,None,0.0,2,1,0,0
Mumbai,19.076,72.8777,2025-12-16 03:00:00.475677,514,44.64,Cloudy,None,0.0,3,1,0,1
Mumbai,19.076,72.8777,2025-12-16 04:00:00.475677,645,46.5,Cloudy,None,0.0,4,1,0,0
Mumbai,19.076,72.8777,2025-12-16 05:00:00.475677,258,47.91,Clear,None,0.0,5,1,0,0
Mumbai,19.076,72.8777,2025-12-16 06:00:00.475677,397,52.61,Clear,None,0.0,6,1,0,0
Mumbai,19.076,72.8777,2025-12-16 07:00:00.475677,518,48.44,Clear,None,0.0,7,1,0,0
Mumbai,19.076,72.8777,2025-12-16 08:00:00.475677,2418,30.61,Clear,None,0.0,8,1,0,1
Mumbai,19.076,72.8777,2025-12-16 09:00:00.475677,2675,23.63,Clear,None,0.0,9,1,0,2
Mumbai,19.076,72.8777,2025-12-16 10:00:00.475677,2383,16.37,Clear,None,0.0,10,1,0,2
Mumbai,19.076,72.8777,2025-12-16 11:00:00.475677,2372,23.7,Clear,None,0.0,11,1,0,2
Mumbai,19.076,72.8777,2025-12-16 12:00:00.475677,1402,33.57,Cloudy,None,0.0,12,1,0,1
Mumbai,19.076,72.8777,2025-12-16 13:00:00.475677,1523,27.43,Cloudy,None,0.0,13,1,0,1
Mumbai,19.076,72.8777,2025-12-16 14:00:00.475677,1568,30.17,Clear,None,0.0,14,1,0,1
Mumbai,19.076,72.8777,2025-12-16 15:00:00.475677,1556,42.35,Clear,None,0.0,15,1,0,1
Mumbai,19.076,72.8777,2025-12-16 16:00:00.475677,1613,40.27,Cloudy,None,0.0,16,1,0,1
Mumbai,19.076,72.8777,2025-12-16 17:00:00.475677,2365,28.25,Clear,None,0.0,17,1,0,1
Mumbai,19.076,72.8777,2025-12-16 18:00:00.475677,2363,19.97,Rain,None,0.0,18,1,0,2
Mumbai,19.076,72.8777,2025-12-16 19:00:00.475677,2482,26.54,Clear,None,0.0,19,1,0,1
Mumbai,19.076,72.8777,2025-12-16 20:00:00.475677,2273,17.33,Storm,None,0.0,20,1,0,2
Mumbai,19.076,72.8777,2025-12-16 21:00:00.475677,310,59.17,Clear,None,0.0,21,1,0,0
Mumbai,19.076,72.8777,2025-12-16 22:00:00.475677,697,46.26,Cloudy,Match,0.5,22,1,0,0
Mumbai,19.076,72.8777,2025-12-16 23:00:00.475677,566,46.36,Clear,None,0.0,23,1,0,0
Mumbai,19.076,72.8777,2025-12-17 00:00:00.475677,550,46.54,Rain,None,0.0,0,2,0,0
Mumbai,19.076,72.8777,2025-12-17 01:00:00.475677,734,54.57,Clear,None,0.0,1,2,0,0
Mumbai,19.076,72.8777,2025-12-17 02:00:00.475677,463,56.29,Cloudy,None,0.0,2,2,0,0
Mumbai,19.076,72.8777,2025-12-17 03:00:00.475677,689,52.54,Clear,None,0.0,3,2,0,0
Mumbai,19.076,72.8777,2025-12-17 04:00:00.475677,563,49.92,Cloudy,None,0.0,4,2,0,0
Mumbai,19.076,72.8777,2025-12-17 05:00:00.475677,425,26.48,Storm,None,0.0,5,2,0,1
Mumbai,19.076,72.8777,2025-12-17 06:00:00.475677,557,57.95,Clear,None,0.0,6,2,0,0
Mumbai,19.076,72.8777,2025-12-17 07:00:00.475677,443,50.97,Clear,None,0.0,7,2,0,0
Mumbai,19.076,72.8777,2025-12-17 08:00:00.475677,2296,19.62,Clear,None,0.0,8,2,0,2
Mumbai,19.076,72.8777,2025-12-17 09:00:00.475677,2359,22.15,Clear,None,0.0,9,2,0,2
Mumbai,19.076,72.8777,2025-12-17 10:00:00.475677,2629,18.79,Clear,None,0.0,10,2,0,2
Mumbai,19.076,72.8777,2025-12-17 11:00:00.475677,2692,18.46,Clear,None,0.0,11,2,0,2
Mumbai,19.076,72.8777,2025-12-17 12:00:00.475677,1535,26.68,Cloudy,None,0.0,12,2,0,1
Mumbai,19.076,72.8777,2025-12-17 13:00:00.475677,1426,35.41,Clear,None,0.0,13,2,0,1
Mumbai,19.076,72.8777,2025-12-17 14:00:00.475677,1610,27.97,Clear,None,0.0,14,2,0,1
Mumbai,19.076,72.8777,2025-12-17 15:00:00.475677,1252,31.8,Clear,None,0.0,15,2,0,1
Mumbai,19.076,72.8777,2025-12-17 16:00:00.475677,1620,32.43,Rain,None,0.0,16,2,0,1
Mumbai,19.076,72.8777,2025-12-17 17:00:00.475677,2548,15.95,Clear,None,0.0,17,2,0,2
Mumbai,19.076,72.8777,2025-12-17 18:00:00.475677,2599,24.65,Clear,None,0.0,18,2,0,2
Mumbai,19.076,72.8777,2025-12-17 19:00:00.475677,2694,17.9,Clear,None,0.0,19,2,0,2
Mumbai,19.076,72.8777,2025-12-17 20:00:00.475677,2160,29.81,Clear,None,0.0,20,2,0,1
Mumbai,19.076,72.8777,2025-12-17 21:00:00.475677,1031,49.94,Clear,None,0.0,21,2,0,0
Mumbai,19.076,72.8777,2025-12-17 22:00:00.475677,567,49.83,Cloudy,None,0.0,22,2,0,0
Mumbai,19.076,72.8777,2025-12-17 23:00:00.475677,312,51.84,Clear,None,0.0,23,2,0,0
Mumbai,19.076,72.8777,2025-12-18 00:00:00.475677,506,53.54,Cloudy,None,0.0,0,3,0,0
Mumbai,19.076,72.8777,2025-12-18 01:00:00.475677,131,46.41,Clear,None,0.0,1,3,0,0
Mumbai,19.076,72.8777,2025-12-18 02:00:00.475677,540,45.25,Rain,None,0.0,2,3,0,0
Mumbai,19.076,72.8777,2025-12-18 03:00:00.475677,244,48.56,Rain,None,0.0,3,3,0,0
Mumbai,19.076,72.8777,2025-12-18 04:00:00.475677,518,50.38,Cloudy,None,0.0,4,3,0,0
Mumbai,19.076,72.8777,2025-12-18 05:00:00.475677,815,48.84,Rain,None,0.0,5,3,0,0
Mumbai,19.076,72.8777,2025-12-18 06:00:00.475677,622,53.1,Clear,None,0.0,6,3,0,0
Mumbai,19.076,72.8777,2025-12-18 07:00:00.475677,597,48.83,Clear,None,0.0,7,3,0,0
Mumbai,19.076,72.8777,2025-12-18 08:00:00.475677,2395,19.27,Rain,None,0.0,8,3,0,2
Mumbai,19.076,72.8777,2025-12-18 09:00:00.475677,2620,21.18,Cloudy,None,0.0,9,3,0,2
Mumbai,19.076,72.8777,2025-12-18 10:00:00.475677,2657,16.42,Clear,None,0.0,10,3,0,2
Mumbai,19.076,72.8777,2025-12-18 11:00:00.475677,3060,17.44,Clear,None,0.0,11,3,0,2
Mumbai,19.076,72.8777,2025-12-18 12:00:00.475677,1254,23.73,Rain,None,0.0,12,3,0,2
Mumbai,19.076,72.8777,2025-12-18 13:00:00.475677,1349,35.88,Clear,None,0.0,13,3,0,1
Mumbai,19.076,72.8777,2025-12-18 14:00:00.475677,1604,37.04,Clear,None,0.0,14,3,0,1
Mumbai,19.076,72.8777,2025-12-18 15:00:00.475677,961,22.1,Rain,None,0.0,15,3,0,2
Mumbai,19.076,72.8777,2025-12-18 16:00:00.475677,1442,27.48,Clear,None,0.0,16,3,0,1
Mumbai,19.076,72.8777,2025-12-18 17:00:00.475677,2255,30.84,Rain,None,0.0,17,3,0,1
Mumbai,19.076,72.8777,2025-12-18 18:00:00.475677,2524,20.38,Clear,None,0.0,18,3,0,2
Mumbai,19.076,72.8777,2025-12-18 19:00:00.475677,2775,17.87,Clear,None,0.0,19,3,0,2
Mumbai,19.076,72.8777,2025-12-18 20:00:00.475677,2651,31.09,Cloudy,None,0.0,20,3,0,1
Mumbai,19.076,72.8777,2025-12-18 21:00:00.475677,650,48.73,Clear,None,0.0,21,3,0,0
Mumbai,19.076,72.8777,2025-12-18 22:00:00.475677,822,49.09,Clear,None,0.0,22,3,0,0
Mumbai,19.076,72.8777,2025-12-18 23:00:00.475677,718,62.14,Cloudy,None,0.0,23,3,0,0
Mumbai,19.076,72.8777,2025-12-19 00:00:00.475677,800,42.18,Clear,Protest,1.0,0,4,0,1
Mumbai,19.076,72.8777,2025-12-19 01:00:00.475677,646,55.95,Clear,None,0.0,1,4,0,0
Mumbai,19.076,72.8777,2025-12-19 02:00:00.475677,324,42.29,Clear,None,0.0,2,4,0,1
Mumbai,19.076,72.8777,2025-12-19 03:00:00.475677,627,52.44,Clear,None,0.0,3,4,0,0
Mumbai,19.076,72.8777,2025-12-19 04:00:00.475677,962,56.72,Clear,None,0.0,4,4,0,0
Mumbai,19.076,72.8777,2025-12-19 05:00:00.475677,528,40.83,Rain,None,0.0,5,4,0,1
